age	sex	party	party guess	race	ethnicity	precinct	prop value	voted 2010	voted 2011	voted 2012	voted 2013	voted 2014	voted 2015	voted 2016	voted 2017	voted 2018	voted 2019	voted 2020	voted 2021
74	M	U	U	UNKNOWN	BRITISH	1	540.0												
20	M	U	U	WHITE	BRITISH	4	600.0										False	False	False
20	M	U	U	UNKNOWN	BRITISH	5													False
41	F	U	U	WHITE	ITALIAN	2	440.0	False	False	False	False	False	False	False	False	False	False	False	False
51	M	U	U	WHITE	JEWISH	2	750.0		False	False	False	False	False	False	False	False	True	False	True
27	M	R	R	WHITE	BRITISH	1							False	False	False	False	False	False	False
59	M	D	D	WHITE	JEWISH	4	370.0	False	False	False	False	False	False	True	False	True	False	False	True
66	M	R	R	WHITE	BRITISH	1	800.0	True	False	False	False	False	False	True	False	True	True	False	False
28	F	U	D	ASIAN	BRITISH	4	760.0				False	False	False	False	False	False	False	False	False
43	M	D	D	WHITE	JEWISH	2	850.0	False	False	False	False	False	False	False	False	False	False	False	False
63	M	U	U	WHITE	BRITISH	2	610.0	False	False	False	False	False	False	False	False	False	False	False	False
44	U	U	U	UNKNOWN	BRITISH	1	490.0												
71	M	U	D	WHITE	JEWISH	1	210.0	True	False	False	False	False	False	False	False	False	False	False	False
25	M	U	D	BLACK	BRITISH	1	380.0							False	False	False	False	False	False
58	M	D	D	WHITE	BRITISH	5	550.0	True	False	False	False	False	False	True	False	True	True	True	False
46	F	U	D	WHITE	HISPANIC	3	560.0						False	True	False	False	False	False	True
68	F	D	D	WHITE	BRITISH	1	450.0	False	False	False	False	False	False	False	False	True	False	False	True
58	M	U	U	WHITE	ITALIAN	3	580.0	False	False	False	False	False	False	False	False	False	False	False	False
47	F	D	D	WHITE	BRITISH	1	480.0	True	False	False	False	True	False	True	False	True	True	True	False
18	F	U	U	UNKNOWN	BRITISH	4	1060.0											False	False
56	M	U	U	ASIAN	INDIANSUBCONTINENT	5	540.0								False	False	False	False	False
57	F	U	D	WHITE	JEWISH	3	640.0	False	False	False	False	True	False	True	False	True	True	True	False
39	U	U	U	HISPANIC	AFRICANS	4	750.0	False	False	False	False	False	True	True	False	True	True	False	False
23	F	U	U	WHITE	JEWISH	4	790.0										True	False	False
51	M	D	D	WHITE	BRITISH	2	600.0	False	False	False	True	True	True	True	True	False	True	False	True
56	M	U	D	ASIAN	INDIANSUBCONTINENT	4	760.0		False	False	False	False	False	False	False	False	False	False	False
71	F	D	D	WHITE	BRITISH	2	600.0	True	False	False	True	True	True	True	False	True	True	True	False
57	M	D	D	WHITE	ITALIAN	4		False	False	False	False	False	False	False	False	False	False	False	False
57	F	U	R	WHITE	ITALIAN	2	500.0	False	False	False	False	False	False	False	False	False	False	False	False
71	F	U	D	WHITE	JEWISH	5	510.0	False	False	False	False	False	False	True	False	False	False	False	False
64	M	D	D	WHITE	MUSLIM	3	650.0	False	False	False	False	False	False	False	False	False	False	False	False
28	M	U	U	UNKNOWN	BRITISH	5													
51	F	D	D	UNKNOWN	INDIANSUBCONTINENT	1	810.0												False
26	F	U	D	ASIAN	EASTASIAN	3	810.0							False	False	False	False	False	False
79	M	U	R	WHITE	EASTEUROPEAN	2	510.0	False	False	False	False	True	False	False	False	False	True	False	False
32	F	D	D	WHITE	JEWISH	4	480.0							False	False	False	True	False	True
52	M	U	U	UNKNOWN	BRITISH	1	400.0											False	False
51	M	D	D	UNKNOWN	BRITISH	1	420.0												
51	M	U	U	WHITE	JEWISH	2	700.0	False	False	False	False	False	False	True	True	False	True	True	True
49	M	U	D	WHITE	BRITISH	1	370.0	False	False	False	False	False	False	False	False	False	False	False	False
64	M	U	U	UNKNOWN	JEWISH	1	180.0												
20	U	U	U	WHITE	JEWISH	1	660.0										False	True	False
43	M	D	D	WHITE	ITALIAN	1	460.0							False	False	False	False	False	False
20	F	D	D	WHITE	JEWISH	2	700.0									False	False	False	False
67	M	U	R	WHITE	BRITISH	2	550.0	False	False	False	False	False	False	False	False	False	False	False	False
67	M	U	D	WHITE	BRITISH	5	450.0	False	False	False	False	False	False	False	False	False	False	False	False
27	M	U	U	WHITE	JEWISH	1	710.0										False	False	False
61	M	D	D	WHITE	GERMANIC	2	780.0	False	False	False	False	False	False	False	False	False	False	False	False
32	M	U	D	WHITE	JEWISH	1	620.0	False	False	False	True	True	False	False	False	False	False	False	False
69	F	U	D	WHITE	BRITISH	1	570.0	True	False	False	False	False	False	True	False	True	True	True	True
38	F	D	D	WHITE	BRITISH	2	530.0				False	False	False	False	False	True	True	True	True
34	M	U	U	WHITE	JEWISH	2	810.0	False	False	False	False	False	False	False	False	False	False	False	False
80	F	U	R	WHITE	NORDIC	2	850.0	False	False	False	False	False	False	True	True	False	False	False	False
72	M	R	R	WHITE	JEWISH	4	440.0	False	False	False	False	False	False	False	False	False	False	False	False
51	F	R	R	WHITE	JEWISH	2	1610.0	False	False	False	False	False	False	True	False	False	True	False	True
34	M	D	D	HISPANIC	JEWISH	5	400.0	False	False	False	False	False	False	False	False	False	False	False	False
44	U	U	U	UNKNOWN	EASTASIAN	3	470.0												False
75	M	D	D	WHITE	JEWISH	4	670.0	False	False	False	False	False	False	False	False	False	False	False	False
50	U	D	D	ASIAN	MUSLIM	4	510.0										False	False	False
57	F	D	D	WHITE	BRITISH	2	500.0	True	False	False	False	False	False	True	False	True	True	False	False
19	M	U	U	UNKNOWN	JEWISH	3	630.0											False	True
38	F	U	U	WHITE	BRITISH	3	400.0							False	False	False	False	False	False
25	F	U	D	WHITE	INDIANSUBCONTINENT	3	570.0											False	False
23	M	U	D	WHITE	BRITISH	1	820.0								False	False	False	False	False
77	F	D	D	WHITE	BRITISH	4	810.0	False	False	False	False	False	False	True	False	False	False	False	False
40	M	U	D	WHITE	ITALIAN	1	490.0	False	False	False	False	False	False	False	False	False	False	False	True
70	U	U	D	WHITE	BRITISH	1	520.0	False	False	False	False	False	False	False	False	False	False	False	False
56	U	U	D	ASIAN	INDIANSUBCONTINENT	4	790.0	False	False	False	True	False	False	False	False	True	False	False	True
52	F	U	D	ASIAN	JEWISH	4	730.0	False	False	False	False	False	False	False	False	False	False	False	False
30	M	D	D	WHITE	BRITISH	3	510.0					False	False	False	False	False	False	False	False
68	F	U	D	WHITE	BRITISH	4	630.0	False	False	False	True	True	False	True	False	True	False	True	True
31	M	U	D	WHITE	BRITISH	4	670.0	False	False	False	False	False	False	False	False	False	False	False	False
63	F	U	D	WHITE	JEWISH	3	510.0	False	False	False	True	True	False	False	False	False	False	False	False
40	F	D	D	WHITE	JEWISH	4	660.0								False	False	True	False	True
72	M	D	D	WHITE	BRITISH	4	730.0	False	False	False	False	False	False	False	False	False	False	False	False
45	U	U	U	ASIAN	EASTASIAN	4	440.0			False	False	False	False	False	False	False	False	False	False
21	M	U	U	UNKNOWN	JEWISH	4	510.0												False
61	M	U	U	ASIAN	MUSLIM	4	740.0	False	False	False	False	False	False	False	False	False	False	False	False
29	F	D	D	WHITE	JEWISH	1	450.0		False	False	False	False	False	False	False	False	False	False	False
39	F	U	D	WHITE	FRENCH	3	630.0	False	False	False	False	False	False	True	False	False	True	False	True
63	M	D	D	WHITE	BRITISH	2	630.0	False	False	False	False	False	False	False	False	False	False	False	False
55	F	U	R	WHITE	BRITISH	5	560.0	False	False	False	False	True	False	False	False	False	False	False	False
79	M	U	D	WHITE	BRITISH	5	820.0	False	False	False	False	True	False	True	True	True	False	False	False
81	F	D	D	WHITE	BRITISH	5	400.0	False	False	False	True	True	False	True	True	True	True	True	True
67	F	U	D	WHITE	BRITISH	3	580.0	False	False	False	False	False	False	True	False	False	False	True	False
64	M	U	U	WHITE	BRITISH	5	670.0	False	False	False	True	False	False	False	False	False	False	False	False
50	M	U	U	WHITE	JEWISH	1	650.0	False	False	False	False	False	False	False	False	False	False	False	False
52	U	D	D	ASIAN	EASTASIAN	5	820.0							False	False	True	False	False	False
34	M	U	U	UNKNOWN	JEWISH	4	630.0							False	False	False	False	False	False
50	M	R	R	WHITE	JEWISH	4	520.0	True	False	False	False	False	False	False	False	False	True	True	False
44	F	U	D	WHITE	INDIANSUBCONTINENT	5	280.0	False	False	False	False	False	False	True	False	True	True	True	True
51	M	U	R	WHITE	BRITISH	4	730.0	False	False	False	False	False	False	False	False	False	False	False	False
56	M	U	R	WHITE	JEWISH	3	540.0	False	False	False	True	False	False	False	False	False	False	False	False
58	F	U	D	BLACK	BRITISH	1	1270.0	False	False	False	True	False	False	False	True	True	True	False	True
50	F	U	D	WHITE	BRITISH	5	450.0	False	False	False	False	False	False	False	False	False	False	False	False
39	U	U	U	ASIAN	INDIANSUBCONTINENT	1	740.0											False	False
34	F	U	U	UNKNOWN	JEWISH	1	840.0	False	False	False	False	False	False	False	False	False	False	False	False
70	M	U	D	WHITE	FRENCH	5	410.0	False	False	False	False	False	False	False	False	False	False	False	False
33	F	U	U	ASIAN	MUSLIM	4	810.0								False	False	False	False	False
58	M	D	D	WHITE	BRITISH	1	550.0	True	False	False	False	False	True	False	False	False	True	False	False
42	U	D	D	WHITE	GERMANIC	1	680.0								False	True	True	True	False
83	M	D	D	WHITE	FRENCH	5	410.0	False	False	False	False	False	False	False	False	False	False	False	False
51	M	U	U	UNKNOWN	BRITISH	1	420.0												False
53	M	U	D	ASIAN	INDIANSUBCONTINENT	3	580.0				False	False	False	False	False	True	False	False	False
66	U	U	U	ASIAN	MUSLIM	3	720.0											False	False
69	F	U	D	WHITE	BRITISH	1	540.0	False	False	False	False	False	False	True	False	False	False	False	True
48	M	D	D	WHITE	HISPANIC	3				False	False	False	False	True	False	True	False	False	False
36	M	D	D	WHITE	BRITISH	5	480.0								False	False	False	False	False
62	M	U	D	WHITE	GERMANIC	5	500.0	False	False	False	True	False	False	False	False	False	True	False	False
68	F	U	D	WHITE	FRENCH	4	380.0	True	False	False	False	True	True	True	True	True	True	True	True
66	M	R	R	WHITE	BRITISH	1	530.0	False	False	False	False	False	False	False	False	False	False	False	False
89	F	U	D	WHITE	HISPANIC	1	430.0	False	False	False	True	True	False	True	False	False	False	False	False
25	F	D	D	ASIAN	MUSLIM	3	580.0							False	False	False	False	False	False
64	F	U	D	WHITE	JEWISH	3	590.0	False	False	False	True	True	False	True	False	False	True	True	True
63	F	D	D	UNKNOWN	FRENCH	5	550.0												
67	F	U	D	WHITE	BRITISH	3	570.0	True	False	False	False	False	False	False	False	False	False	True	False
45	M	U	D	WHITE	BRITISH	3	530.0	False	False	False	False	False	False	False	False	False	False	False	False
62	M	D	D	ASIAN	INDIANSUBCONTINENT	4	800.0	False	False	False	False	False	False	False	False	False	False	False	False
18	F	U	U	UNKNOWN	BRITISH	4	580.0										False	False	False
70	M	D	D	WHITE	BRITISH	1	490.0	True	False	False	False	False	False	True	False	False	True	True	True
38	F	U	U	ASIAN	MUSLIM	4	790.0								False	False	False	False	False
45	M	D	D	WHITE	BRITISH	5	430.0										False	False	True
75	F	R	R	WHITE	BRITISH	3	1100.0	False	False	False	False	False	False	False	False	False	False	False	False
18	M	U	U	UNKNOWN	JEWISH	2	600.0												
32	F	U	R	WHITE	EASTEUROPEAN	3	450.0	False	False	False	False	False	False	False	False	False	False	False	False
34	M	U	U	UNKNOWN	BRITISH	1	950.0									False	False	True	True
67	F	D	D	WHITE	JEWISH	3	540.0	False	False	False	True	True	False	False	True	False	True	True	True
74	M	R	R	WHITE	BRITISH	2	1110.0	False	False	False	False	False	False	False	False	False	False	False	False
40	M	D	D	WHITE	BRITISH	5	400.0		True	False	False	False	False	True	False	False	False	True	True
50	F	D	D	WHITE	BRITISH	1			False	False	False	False	False	False	False	False	False	False	False
68	F	U	D	ASIAN	EASTASIAN	4	790.0	False	False	False	True	False	False	True	False	False	False	False	True
23	F	D	D	UNKNOWN	EASTASIAN	4	760.0												False
49	F	U	D	WHITE	JEWISH	4		False	False	False	False	False	False	False	False	False	False	False	False
58	M	U	D	ASIAN	INDIANSUBCONTINENT	4	540.0	True	False	False	False	False	False	False	False	False	True	False	False
18	M	U	U	UNKNOWN	INDIANSUBCONTINENT	3	530.0											False	False
27	F	U	U	ASIAN	EASTASIAN	4	430.0										False	False	False
52	F	U	R	WHITE	FRENCH	5	380.0	False	False	False	False	False	False	False	False	False	False	False	False
65	F	D	D	WHITE	BRITISH	4		True	False	False	False	False	False	False	False	True	True	False	False
66	M	D	D	WHITE	FRENCH	4	490.0	False	False	False	False	False	False	False	False	False	False	False	False
54	F	U	D	WHITE	BRITISH	2	610.0	False	False	False	False	False	False	False	False	False	False	False	False
61	F	U	R	WHITE	JEWISH	1	470.0	False	False	False	False	False	False	False	False	False	False	False	False
42	M	U	R	WHITE	BRITISH	5	420.0	False	False	False	False	False	False	False	False	True	False	False	False
18	F	U	U	UNKNOWN	INDIANSUBCONTINENT	4	400.0												False
31	M	U	D	WHITE	BRITISH	4	630.0			False	False	False	False	False	False	False	False	False	False
55	M	D	D	ASIAN	FRENCH	2	460.0								False	False	False	False	False
61	M	D	D	WHITE	BRITISH	1	370.0	False	False	False	False	False	False	False	False	False	False	True	False
53	F	D	D	WHITE	BRITISH	1	650.0	False	False	False	True	False	False	True	False	True	True	True	True
69	F	U	U	WHITE	BRITISH	5	810.0		False	False	False	False	False	False	False	False	False	False	False
46	M	U	D	WHITE	JEWISH	2	700.0	False	False	False	False	False	False	True	False	True	False	False	True
68	M	U	U	UNKNOWN	JEWISH	5	590.0												
21	M	D	D	WHITE	BRITISH	1	670.0										True	False	False
25	M	U	D	WHITE	BRITISH	5							False	False	False	False	False	False	False
74	M	U	D	WHITE	JEWISH	3	530.0	False	False	False	True	False	True	True	True	True	True	False	True
19	M	U	U	UNKNOWN	BRITISH	2	710.0										False	False	False
52	F	U	U	UNKNOWN	BRITISH	2	560.0												
38	M	D	D	WHITE	BRITISH	1	550.0	False	False	False	False	False	False	True	False	False	False	False	False
22	F	D	D	WHITE	JEWISH	4	570.0									True	False	False	False
48	M	D	D	WHITE	BRITISH	1	480.0	True	False	False	False	True	False	True	False	True	True	True	False
28	M	U	D	WHITE	BRITISH	2	620.0				False	False	False	False	False	False	False	False	False
25	M	D	D	UNKNOWN	BRITISH	2	500.0												False
59	M	U	U	WHITE	ITALIAN	5	1200.0	False	False	False	False	False	False	True	False	False	False	False	False
43	M	U	D	WHITE	JEWISH	4	400.0	False	False	False	False	True	False	True	False	True	True	True	True
53	F	R	R	WHITE	NORDIC	5	590.0				False	False	False	False	False	False	False	False	True
27	M	U	U	UNKNOWN	EASTASIAN	5													
61	F	U	D	WHITE	BRITISH	5	380.0	False	False	False	True	True	True	True	False	True	False	False	False
54	U	D	D	ASIAN	INDIANSUBCONTINENT	3	580.0								True	True	True	False	False
65	F	D	D	WHITE	BRITISH	3	460.0	True	False	False	False	False	False	False	False	False	False	False	False
19	M	D	D	UNKNOWN	ITALIAN	5	690.0												False
51	M	U	D	WHITE	EASTASIAN	3	680.0	True	False	False	False	False	False	False	False	False	False	False	False
39	F	U	D	WHITE	BRITISH	1	480.0				False	False	False	False	False	False	False	False	False
27	M	U	D	WHITE	BRITISH	4	750.0				True	True	True	True	False	True	True	False	False
40	M	U	D	WHITE	BRITISH	3	810.0	False	False	False	False	False	False	False	False	False	False	False	False
78	U	U	D	WHITE	BRITISH	2	430.0	True	False	False	False	False	False	False	False	False	False	False	False
20	M	U	U	WHITE	EASTEUROPEAN	4	740.0										True	False	False
57	F	U	D	WHITE	BRITISH	4	490.0	True	False	False	False	False	False	False	False	True	False	False	False
52	U	D	D	HISPANIC	BRITISH	2	440.0	False	False	False	False	False	False	True	False	False	True	False	False
54	M	U	D	WHITE	BRITISH	2	740.0	False	False	False	False	False	False	False	False	False	False	False	False
48	F	R	R	WHITE	AFRICANS	3	570.0				False	False	False	False	False	False	False	False	False
57	F	U	U	HISPANIC	HISPANIC	5	410.0												False
52	F	U	R	WHITE	ITALIAN	2	690.0	False	False	False	False	False	False	False	False	False	False	False	False
49	F	U	U	UNKNOWN	EASTASIAN	2	500.0												False
61	F	U	R	UNKNOWN	NORDIC	2	530.0	False	False	False	False	False	False	False	False	False	False	False	False
47	M	U	U	ASIAN	EASTASIAN	5	530.0	False	False	False	False	False	False	False	False	False	False	False	False
24	M	U	U	WHITE	BRITISH	2	570.0												False
38	F	U	D	WHITE	BRITISH	1	360.0	False	False	False	True	False	False	False	False	False	True	False	False
25	M	U	U	WHITE	BRITISH	1	430.0						False	False	False	False	False	False	False
64	F	D	D	WHITE	JEWISH	1	410.0	False	False	False	False	False	False	False	False	False	False	False	False
42	M	D	D	WHITE	BRITISH	2	620.0		False	False	False	False	False	False	False	False	False	False	False
58	M	U	D	WHITE	BRITISH	5	560.0				False	True	False	False	True	True	False	False	False
33	M	D	D	UNKNOWN	BRITISH	3	630.0												False
52	M	R	R	WHITE	BRITISH	3	750.0	False	False	False	False	False	False	False	False	False	False	False	False
27	M	U	D	WHITE	BRITISH	5	550.0							False	False	False	False	False	False
68	F	U	D	WHITE	BRITISH	2	470.0	False	False	False	True	False	True	True	False	True	True	True	True
47	M	R	R	WHITE	BRITISH	2	680.0							False	False	False	False	False	False
65	F	U	D	WHITE	BRITISH	3	690.0	True	False	False	False	False	False	False	False	False	False	False	False
79	U	D	D	WHITE	BRITISH	1	640.0	False	False	False	True	True	False	True	False	True	True	True	True
50	F	U	U	WHITE	HISPANIC	3	400.0										True	False	True
45	M	U	D	WHITE	BRITISH	1	690.0											False	False
71	F	U	D	WHITE	ITALIAN	2	730.0	False	False	False	False	True	False	False	False	False	True	False	False
45	M	U	D	WHITE	JEWISH	4	550.0											True	False
33	F	U	D	WHITE	BRITISH	4	460.0								False	False	False	False	True
71	F	D	D	WHITE	JEWISH	1		False	False	False	False	False	False	False	False	False	False	False	False
66	F	D	D	WHITE	BRITISH	1	530.0	True	False	False	False	False	False	True	False	False	False	False	False
57	F	U	R	WHITE	FRENCH	5	400.0	True	False	False	False	False	False	False	False	True	False	False	False
54	F	D	D	WHITE	BRITISH	4	410.0				False	False	False	False	False	True	True	False	True
62	U	D	D	ASIAN	INDIANSUBCONTINENT	5	1020.0	True	False	False	False	False	False	False	False	False	False	False	False
27	M	U	D	WHITE	JEWISH	1					False	False	False	False	False	False	False	False	False
72	M	U	R	WHITE	JEWISH	3	660.0	True	False	False	False	False	False	False	False	False	False	False	True
74	M	U	R	WHITE	JEWISH	5	440.0	True	False	False	False	True	False	False	False	True	True	False	False
79	U	U	U	ASIAN	EASTASIAN	2	740.0												False
25	F	U	D	WHITE	FRENCH	3	550.0						False	True	False	True	True	True	True
35	M	U	U	UNKNOWN	EASTEUROPEAN	1	360.0												
18	F	U	U	UNKNOWN	BRITISH	3	810.0												
71	F	D	D	WHITE	JEWISH	5	480.0	False	False	False	False	True	False	False	False	False	False	False	False
49	F	U	D	WHITE	BRITISH	2	730.0	False	False	False	False	False	False	False	False	False	False	True	False
65	M	R	R	WHITE	INDIANSUBCONTINENT	5	390.0	False	False	False	False	False	False	False	False	False	False	False	False
46	F	U	U	UNKNOWN	EASTASIAN	1	460.0												
68	M	U	R	WHITE	BRITISH	1	170.0	False	False	False	False	False	False	False	False	False	False	False	False
66	M	D	D	WHITE	BRITISH	3	630.0	True	False	False	False	False	False	True	False	False	False	False	False
19	M	U	U	UNKNOWN	EASTEUROPEAN	4	630.0										False	False	False
29	M	D	D	WHITE	EASTASIAN	1	420.0												False
42	F	R	R	ASIAN	INDIANSUBCONTINENT	5	1390.0							False	False	False	False	False	False
64	F	D	D	BLACK	HISPANIC	1	510.0	False	False	False	False	False	False	False	False	False	False	False	False
77	F	U	U	UNKNOWN	ITALIAN	4	760.0												
67	F	U	R	WHITE	BRITISH	5	380.0	False	False	False	False	False	False	False	False	False	False	False	False
71	M	D	D	WHITE	BRITISH	3	680.0	False	False	False	False	False	False	False	False	False	True	False	True
40	F	D	D	WHITE	BRITISH	5	390.0				False	False	False	False	False	False	False	False	False
55	F	R	R	WHITE	EASTASIAN	3	1040.0	False	False	False	False	False	False	False	False	False	False	False	False
64	M	U	U	WHITE	EASTEUROPEAN	3	870.0	False	False	False	False	False	False	False	False	False	False	False	False
69	F	D	D	WHITE	BRITISH	1	750.0												True
53	F	U	D	WHITE	JEWISH	5	710.0	False	False	False	False	True	False	False	False	False	True	False	False
67	F	D	D	WHITE	HISPANIC	4	370.0	True	False	False	False	True	True	True	False	False	True	False	True
75	F	D	D	WHITE	JEWISH	3	560.0	False	False	False	False	False	False	False	False	False	False	False	False
26	F	U	R	WHITE	BRITISH	4	410.0											False	False
81	F	D	D	WHITE	BRITISH	4	360.0	False	False	False	False	False	False	False	False	False	False	False	False
41	F	U	D	WHITE	BRITISH	2	820.0											False	True
79	F	U	U	WHITE	BRITISH	3	420.0						False	False	False	False	False	False	False
64	F	U	D	WHITE	ITALIAN	5	780.0	True	False	False	False	False	False	True	False	False	False	False	False
32	F	U	D	WHITE	BRITISH	1	550.0										False	False	False
44	U	D	D	ASIAN	INDIANSUBCONTINENT	4	850.0										False	False	True
28	U	U	D	ASIAN	BRITISH	2	900.0			False	False	False	False	False	False	False	False	False	False
49	M	D	D	WHITE	JEWISH	1	680.0	False	False	False	False	False	False	True	False	True	False	False	False
67	F	U	U	UNKNOWN	BRITISH	5	590.0												
49	F	U	R	WHITE	BRITISH	1	590.0	False	False	False	True	True	False	True	False	True	True	True	True
89	F	U	R	WHITE	JEWISH	3	490.0	True	False	False	False	False	False	False	False	False	False	False	False
32	U	R	R	WHITE	INDIANSUBCONTINENT	3	750.0						False	False	False	False	False	False	False
43	F	U	D	WHITE	BRITISH	1	590.0	True	False	False	False	False	False	True	False	False	False	False	False
40	F	U	U	WHITE	EASTEUROPEAN	4	480.0	False	False	False	False	False	False	False	False	False	False	False	False
46	M	D	D	WHITE	BRITISH	3	660.0	False	False	False	False	False	False	False	False	False	True	False	False
62	F	U	D	WHITE	BRITISH	5	440.0	False	False	False	False	False	False	False	False	False	False	False	False
62	F	U	D	WHITE	BRITISH	1	580.0	True	False	False	False	False	True	True	False	True	False	False	False
70	M	U	D	WHITE	JEWISH	3	650.0	False	False	False	False	False	False	False	False	False	False	False	False
78	F	U	D	UNKNOWN	BRITISH	4	410.0	False	False	False	True	False	False	False	False	False	False	False	False
46	U	U	D	ASIAN	AFRICANS	4	850.0										False	False	False
29	M	U	U	WHITE	BRITISH	2	440.0				False	False	False	False	False	False	False	False	False
70	M	D	D	WHITE	BRITISH	1	390.0	False	False	False	False	False	False	False	False	False	False	False	False
40	M	U	D	WHITE	BRITISH	3	630.0	False	False	False	False	False	False	False	False	False	True	True	True
55	M	D	D	WHITE	BRITISH	3	540.0	False	False	False	True	False	False	True	True	True	True	False	True
33	M	U	D	WHITE	BRITISH	5	560.0				False	False	False	False	False	False	False	False	False
66	F	D	D	WHITE	BRITISH	5	680.0										False	False	False
38	F	U	U	ASIAN	BRITISH	3	580.0												False
63	M	U	D	WHITE	MUSLIM	1		False	False	False	False	False	False	False	False	False	True	False	False
48	F	D	D	WHITE	BRITISH	1	650.0	False	False	False	False	False	False	False	False	True	True	False	False
71	M	U	D	WHITE	BRITISH	4	540.0	True	False	False	False	False	False	False	False	False	True	True	True
53	F	U	D	WHITE	BRITISH	3	570.0	False	False	False	True	False	True	True	True	True	True	True	True
46	M	U	D	ASIAN	BRITISH	1	580.0	False	False	False	False	False	False	False	False	False	True	False	True
50	M	D	D	WHITE	BRITISH	1	520.0	False	False	False	False	False	False	False	False	False	True	False	True
56	M	U	D	WHITE	BRITISH	2	550.0	False	False	False	True	False	False	True	False	False	True	True	True
63	F	D	D	UNKNOWN	BRITISH	5	430.0												
64	M	R	R	WHITE	BRITISH	5	500.0	True	False	False	False	True	False	True	False	False	True	False	False
40	F	R	R	WHITE	EASTEUROPEAN	2	710.0				False	False	False	True	False	True	True	False	True
40	F	D	D	WHITE	HISPANIC	4	410.0	False	False	False	False	False	False	False	False	False	True	False	False
47	U	U	D	ASIAN	INDIANSUBCONTINENT	4	770.0						False	False	False	False	True	False	True
51	F	U	U	WHITE	BRITISH	5	660.0							False	False	False	False	False	False
59	M	U	R	WHITE	JEWISH	4	630.0	False	False	False	False	False	False	True	False	False	False	False	False
21	U	D	D	ASIAN	BRITISH	4	700.0										False	False	False
44	M	U	U	WHITE	JEWISH	4	550.0								False	False	False	False	False
75	M	U	R	WHITE	BRITISH	1	220.0						False	True	False	False	False	False	False
43	M	D	D	WHITE	BRITISH	5	460.0	False	False	False	False	False	False	False	False	False	False	False	True
24	F	U	D	ASIAN	MUSLIM	2	840.0											False	False
18	M	U	U	UNKNOWN	JEWISH	3	910.0												False
41	U	U	U	WHITE	BRITISH	2	1000.0											False	True
50	U	D	D	ASIAN	MUSLIM	1	670.0		False	False	False	False	False	False	False	True	True	False	True
49	F	D	D	WHITE	GERMANIC	1	940.0	False	False	False	False	False	False	True	False	True	True	True	True
33	U	U	U	UNKNOWN	BRITISH	5													
53	U	U	R	ASIAN	EASTASIAN	4	750.0				False	False	False	False	False	True	True	True	True
73	M	U	D	WHITE	JEWISH	2	520.0	True	False	False	False	True	False	False	False	False	True	True	False
34	M	U	U	UNKNOWN	BRITISH	5													
66	M	U	R	WHITE	BRITISH	4		False	False	False	False	False	False	True	False	False	False	True	False
42	U	D	D	WHITE	NORDIC	5	510.0										True	True	True
68	F	D	D	HISPANIC	ITALIAN	5	460.0	False	False	False	False	False	False	False	False	False	False	False	False
80	F	U	D	WHITE	JEWISH	3	630.0	False	False	False	False	False	False	False	False	False	False	False	False
53	F	D	D	WHITE	BRITISH	4	590.0	False	False	False	False	False	False	False	False	False	False	False	False
32	F	U	U	WHITE	FRENCH	3	520.0											False	False
35	F	U	U	ASIAN	EASTASIAN	1	540.0								False	False	False	False	False
23	F	U	U	WHITE	JEWISH	5	460.0									False	False	False	False
54	F	U	D	WHITE	MUSLIM	5	420.0	False	False	False	True	False	False	True	False	True	True	False	True
49	F	U	D	ASIAN	EASTASIAN	4	790.0	False	False	False	False	False	False	False	False	False	False	False	False
65	F	U	D	WHITE	BRITISH	4	600.0	True	False	False	False	True	False	True	False	True	True	False	False
42	U	U	U	UNKNOWN	INDIANSUBCONTINENT	4	460.0												True
20	F	D	D	WHITE	BRITISH	4	550.0											False	False
82	F	U	R	WHITE	BRITISH	5	500.0	False	False	False	False	False	False	False	False	False	False	False	False
59	F	D	D	WHITE	BRITISH	2	560.0	False	False	False	False	True	False	True	False	False	False	False	False
19	F	U	U	HISPANIC	BRITISH	2	1520.0												False
37	F	U	D	WHITE	BRITISH	2	540.0									False	True	False	False
56	M	D	D	WHITE	JEWISH	1	810.0	False	False	False	False	False	False	False	False	False	False	False	False
65	M	U	D	WHITE	BRITISH	4	660.0	False	False	False	True	True	True	True	True	True	True	True	True
61	F	D	D	WHITE	BRITISH	5	410.0	False	False	False	False	False	False	False	False	False	False	False	False
67	F	U	D	WHITE	BRITISH	3	460.0	False	False	False	False	True	False	True	False	False	False	False	False
82	M	R	R	WHITE	FRENCH	5	530.0				False	False	False	False	False	False	False	True	False
54	U	U	D	ASIAN	INDIANSUBCONTINENT	2	770.0		False	False	False	False	False	False	False	False	False	False	False
74	M	D	D	WHITE	BRITISH	3	460.0	False	False	False	False	False	False	False	False	False	False	False	False
50	F	D	D	WHITE	BRITISH	1	190.0								False	False	False	False	False
32	F	R	R	WHITE	BRITISH	5	400.0										False	False	False
69	F	D	D	WHITE	BRITISH	1	490.0	False	False	False	False	False	False	False	False	False	False	False	False
45	F	U	D	WHITE	BRITISH	3	730.0	False	False	False	False	False	True	True	False	True	True	False	False
22	F	U	U	WHITE	BRITISH	5	460.0									True	True	False	False
43	M	D	D	WHITE	BRITISH	2	430.0	False	False	False	False	True	False	True	False	False	True	False	False
65	M	D	D	WHITE	BRITISH	3	750.0	True	False	False	False	False	False	True	False	False	False	True	True
